,Source,Expected,Predicted
1507,"Étienne perceived Jeanlin, who had climbed up on a footbridge, installed as though at a theatre.","Étienne aperçut Jeanlin, grimpé sur une passerelle, installé comme au spectacle.","Étienne aperçut Jeanlin , qui était remonté sur une passerelle , installé dans un théâtre ."
1508,"Phileas Fogg and Sir Francis Cromarty, plunged to the neck in the peculiar howdahs provided for them, were horribly jostled by the swift trotting of the elephant, spurred on as he was by the skilful Parsee; but they endured the discomfort with true British phlegm, talking little, and scarcely able to catch a glimpse of each other.","Phileas Fogg et Sir Francis Cromarty, enfouis jusqu'au cou dans leurs cacolets, étaient fort secoués par le trot raide de l'éléphant, auquel son mahout imprimait une allure rapide. Mais ils enduraient la situation avec le flegme le plus britannique, causant peu d'ailleurs, et se voyant à peine l'un l'autre.","Phileas Fogg et Sir Francis Cromarty avaient plongé au cou dans l ' intérieur des qui servaient à l ' autre . dans les de leurs , dans l ' éléphant , comme le de l ' éléphant , et ils le don de , causant peu et de fois par suite le regard de ."
1509,"Vous aurez le choix des armes et de bons témoins, bien loyaux, mais il faut que l’un des deux meure !","You will have the choice of weapons and good seconds, thoroughly loyal, but it is essential that one of you die!""","You shall have the choice of weapons and common , but you must be the one of the two !"""
1510,"The poor accused had the appearance of looking at them, but her troubled eye no longer saw.","La pauvre accusée avait l’air de les regarder, mais son œil trouble ne voyait plus.",Le pauvre accusé avait l ’ air de les regarder ; mais son œil ne reparut plus .
1511,"I read the prescription. It ran: ""1 lb. beefsteak, with 1 pt. bitter beer every 6 hours.","Voici ce qu’elle prescrivait : « Une livre de bifteck, plus une pinte de biere brune toutes les six heures.","J ’ ai lu la biere , elle courait . – , avec un neuf heures de la ."
1512,"When he awoke in the darkness of his warm,closed room he was aware, even before thought was awake in him, of thepainful oppression, the sickness of heart which the sorrow we have slepton leaves behind it.","Quand il se réveilla, dans l'obscuritéde sa chambre chaude et fermée, il ressentit, avant même que la penséese fût rallumée en lui, cette oppression douloureuse, ce malaise del'âme que laisse en nous le chagrin sur lequel on a dormi.","Quand il se réveilla dans l ' obscurité de sa chaude piece fermée , il s ' aperçut même , avant de se réveiller en lui , de raisonner la maladie dont nous avons la douleur que nous lui ."
1513,Some have climbed on the table to see better ...,Certains ont grimpé sur les tables pour mieux voir…,Quelqu ’ un est monté sur la table pour mieux voir …
1514,"Three hundred and forty−eight years, six months, and nineteen days ago to−day, the Parisians awoke to the sound of all the bells in the triple circuit of the city, the university, and the town ringing a full peal.","Il y a aujourd’hui trois cent quarante-huit ans six mois et dix-neuf jours que les Parisiens s’éveillèrent au bruit de toutes les cloches sonnant à grande volée dans la triple enceinte de la Cité, de l’Université et de la Ville.","Trois cent quarante - huit ans , six mois et dix - neuf jours il y a aujourd ’ hui , les Parisiens se faisaient le bruit de tous les cloches de la Cité dans le triple département , l ’ Université , et la ville commune un fort ."
1515,"As for the foregrounds passing before our eyes, they were fantastically carved rocks, forests of trees that had crossed over from the vegetable kingdom into the mineral kingdom, their motionless silhouettes sprawling beneath the waves.","Les premiers plans qui passaient devant nos yeux, c'étaient des rocs découpés fantastiquement, des forêts d'arbres passés du règne végétal au règne animal, et dont l'immobile silhouette grimaçait sous les flots.","Quant aux qui passaient devant nos yeux , elles étaient taillées dans de vastes forêts sous lesquels s ' étaient des forêts du règne minéral , leurs silhouettes immobiles et se sous les flots ."
1516,"""Savages.""",-- Des sauvages.,-- Des sauvages .
1517,There are ten shillings over in case of emergencies.,Voici dix shillings supplémentaires en cas de besoin.,"Il y a dix shillings par calcul , dans le cas d ’ urgence ."
1518,"Whenever he asked one of his cruel questions, her charming and troubled face would slowly turn towards him as she answered; and once, while speaking, she gently placed her hand on his arm in a gesture full of trust and surrender.","Lorsqu’il posait une de ces dures questions, elle tournait vers lui lentement, pour lui répondre, son charmant visage inquiet ; et une fois, en lui parlant, elle avait posé doucement sa main sur son bras, d’un geste plein de confiance et de faiblesse.","Quand il lui demanda des questions cruelles , sa figure charmante et étonnée tournait lentement vers lui en répondant ; et une fois , tout en parlant , elle lui posa doucement la main sur le bras , dans un geste plein de confiance et de se rendre ."
1519,"As a matter of fact, Lestiboudois had brought thither all those that he had moved from the field, and he even kept running back every minute to fetch others from the church. He caused such confusion with this piece of business that one had great difficulty in getting to the small steps of the platform.","En effet, Lestiboudois avait apporté là toutes celles qu’il avait déménagées de la prairie, et même il courait à chaque minute en chercher d’autres dans l’église, et causait un tel encombrement par son commerce, que l’on avait grand-peine à parvenir jusqu’au petit escalier de l’estrade.","À la vérité , Lestiboudois était amené ici tout ce qu ’ il avait remarqué depuis le champ , et il courait même les minutes pour aller chercher des autres à l ’ église ; il fit cette confusion de choses qu ’ il avait dans cette pièce d ’ affaires , dont l ’ on avait beaucoup de peine à regagner les petites marches de la plate - forme ."
1520,"""At what hour can you be ready?""",--A quelle heure pourriez-vous partir?,-- À quelle heure avez - vous à être prêt ?
1521,"""Come where there is some freshness, for a few moments,"" he said; ""that house is a mere dungeon: don't you feel it so?""",Ce château est une vraie prison; ne le trouvez-vous pas?,"« Y a - t - il quelque fraîcheur , pendant quelques instants , dit - il ; cette maison est un véritable cachot , n ' est - ce pas ?"
1522,"""It was the prospect of constant society, and good society,"" he added, ""which was my chief inducement to enter the ----shire.",– C’est la perspective de ce milieu agréable qui m’a poussé a choisir ce régiment.,"« C ’ était la perspective de la société et de la bonne compagnie , ajouta - t - il , qui était mon principal désir d ’ accepter le régiment de la milice ."
1523,"Mais comme elle aperçut que ce nom de Fabrice faisait une impression pénible, elle ajouta après un moment de repos et en serrant légèrement la main du comte :","But seeing that the sound of Fabrizio's name made a painful impression, she added after a moment's quiet, gently pressing the Conte's hand:","But , as she saw that this name of Fabrizio made an impression of , she added after a moment of rest , and all these ' s hand :"
1524,"To tell the truth, it was only just at first that we were frightened.","À vrai dire, ce fut seulement au tout premier instant que nous eûmes de l’effroi.","À vrai dire , c ’ était tout juste au premier abord que nous ."
1525,The conversation ended there.,La conversation finit là.,La conversation se termina .
1526,"""That will suit my master all the better,"" said Passepartout.","« Très bien ! répondit Passepartout, cela arrangera mon maître.","-- Cela fera mon maître le mieux , dit Passepartout ."
1527,"Such as my eyes behold these virgin stores, such they will be when this world comes to an end.","Aussi, telles je voyais ces couches intactes, telles elles seraient encore lorsque sonnerait la dernière heure du monde.","De tels que mes yeux sont de ceux qui sont vierges , ils seront quand ce monde finira par cesser ."
1528,"I returned thanks to God for having brought you to the place where I was, after so many trials.","Je louai Dieu, qui vous ramenait à moi par tant d'épreuves.",Je revins vers Dieu pour vous avoir amené cette place où j ' étais après tant d ' procès .
1529,The Custom House clock struck one.,Une heure sonna à l'horloge de Custom-house.,Le poste de la poste sonna un peu .
1530,And he followed her.,Et il la suivit.,Et il la suivit .
1531,"Once he left a broom on my leads.""","Une fois, il a laissé un balai sur mes plombs.",Une fois il a laissé un balai de mes toits .
1532,"""So here we are, back on shore,"" Conseil said.","« Nous voici donc encore une fois à terre, dit Conseil.","-- Ainsi , nous voilà , sur la côte , dit Conseil ."
1533,The piece was only to begin with the twelfth stroke of the great palace clock sounding midday.,Ce n’était qu’au douzième coup de midi sonnant à la grande horloge du Palais que la pièce devait commencer.,Le morceau ne devait commencer par le douzième coup de grand palais du grand - horloge de midi .
1534,"""Courage, courage! remember that in a quarter of an hour you will be safe; and think that what you are about to do is for HIS sake.""","-- Du courage, allons, du courage! pensez que dans un quart d'heure vous êtes sauvée, et songez que ce que vous allez faire, c'est pour lui que vous le faites.","– Le courage , rappelez - vous qu ’ au bout d ’ un quart d ’ heure vous serez en sûreté ; et songez que ce que vous allez faire pour lui , c ’ est pour lui ."
1535,"The Company, irritated by the obstinacy of the strikers, talked of giving back their certificates to the compromised miners.","La Compagnie, irritée de l'entetement des grévistes, parlait de rendre leurs livrets aux mineurs compromis.","La Compagnie , irritée de l ' obstination des grévistes , parlait de donner les livrets jusqu ' aux mineurs ."
1536,"'Between the Altar and Paris, there must be a fight to the finish.","Entre l’autel et Paris, il faut en finir.","Entre les autel et Paris , il y aurait un combat à la fin ."
1537,"On the strength of it she bought a pair of yellow curtains with large stripes for her room, whose cheapness Monsieur Lheureux had commended; she dreamed of getting a carpet, and Lheureux, declaring that it wasn't ""drinking the sea,"" politely undertook to supply her with one.","Aussi, elle acheta pour sa chambre une paire de rideaux jaunes à larges raies, dont M. Lheureux lui avait vanté le bon marché; elle rêva un tapis, et Lheureux, affirmant «que ce n’était pas la mer à boire», s’engagea poliment à lui en fournir un.","Sur la force de ce elle acheta des rideaux jaunes à la grande de sa chambre , dont M . Lheureux avait , elle rêvait de faire un tapis , et Lheureux , déclarant qu ’ il n ’ était pas de buvait la mer , s ’ offrit poliment à lui faire ."
1538,"""My dear Athos,"" said Aramis, ""you speak like Nestor, who was, as everyone knows, the wisest among the Greeks.""","-- Mon cher Athos, dit Aramis, vous parlez comme Nestor, qui était, comme chacun sait, le plus sage des Grecs.","-- Mon cher Athos , dit Aramis , vous parlez comme des , qui en sait , comme on sait le plus dans les Grecs ."
1539,"Speak, answer, articulate something.""","Parle, réponds, articule quelque chose!","Parlez , répondez , quelque chose ."
1540,"""'Tis very possible that he is right, madman as he is, Doctor Jacques,"" replied his comrade in the same low tone, and with a bitter smile.","– C’est qu’il se pourrait fort bien qu’il eût raison, ce fou, docteur Jacques ! répondit le compère du même ton, et avec un sourire amer.","– Il est bien possible qu ’ il soit fou , mon maître , docteur Jacques , répondit le camarade d ’ un ton aigre et amer ."
1541,"Her father was walking about the room, looking grave and anxious. ""Lizzy,"" said he, ""what are you doing?","Mr. Bennet arpentait la piece, l’air grave et anxieux. – Lizzy, dit-il, qu’etes-vous en train de faire ?","Son pere marchait de la piece , regardant , il montrait la gravité de sa voisine : – Que faites - vous ?"
1542,"She remained stupefied, overwhelmed, with her hereditary ideas of subordination and passive obedience.","Elle demeura stupéfaite, bouleversée dans ses idées héréditaires de subordination, d'obéissance passive.","Elle demeurait béant , accablée , les idées de et passif ."
1543,"But, in mercy, do not accuse me of killing Camille.","Mais, par grâce, ne m'accuse pas d'avoir tué Camille.","Mais , par grâce , ne m ' accusez pas de tuer Camille ."
1544,"I always say that nothing is to be done in education without steady and regular instruction, and nobody but a governess can give it.",On ne saurait croire le nombre de familles auxquelles j’en ai procuré.,Je dis toujours que rien ne soit faite dans l ' éducation sans l ' éducation et la plus basse qu ' une institutrice puisse servir .
1545,"I've cared for you when, with a single word, I could plunge you back into the ocean depths!","Je vous garde, quand je pourrais d'un mot vous replonger dans les abîmes de l'Océan !","Je vous ai retenu quand , d ' un seul mot , je pourrais vous plonger dans les profondeurs de l ' Océan !"
1546,I was to leave Gateshead that day by a coach which passed the lodge gates at six a.m.,"Je devais quitter Gateshead ce jour même et prendre, à six heures, la voiture qui passait devant la loge du portier.",Je fus à Gateshead ce jour - là par une voiture qui passa les portes de six heures à peu près .
1547,The friend who had introduced me did not wish to let me remain in so ridiculous a position.,Mon introducteur ne voulut pas me laisser dans cette position ridicule.,L ’ ami qui m ’ avait présentés ne voulait pas me laisser passer dans une situation si ridicule .
1548,"The queen had at first positively refused; but at length became afraid that the duke, if exasperated, would commit some folly.","La reine avait positivement refusé d'abord, puis enfin elle avait craint que le duc, exaspéré, ne fît quelque folie.","La reine avait d ' abord refusé , mais enfin la reine craignait que le duc , exaspéré , quelque folie ."
1549,"From the white it had recently been, the sea was turning red, a coloration caused by the presence of iron salts.","De blanche qu'elle était, la mer se faisait rouge, coloration due à la présence d'un sel de fer.","Depuis la mer blanche , elle était , et la mer était , un fait par la présence de ."
1550,"Take the brave fellow away!""","Il faut l'emmener, le brave garçon.",Prends le brave !
1551,"Priez Dieu pour moi, et si votre vie est sauvée, faites le vœu d’en consacrer tous les instants à sa gloire.","Pray to God for me, and, if your life is saved, make a vow to consecrate every moment of it to His Glory.","to God for me , and if your life is , make them the vow to him to over every moment ."
1552,"Thus does unjust suspicion follow even the most blameless for, as the poet says, ""Who shall escape calumny?""","Ainsi la plus injuste suspicion poursuit-elle impitoyablement le plus innocent ; mais, comme dit le poete : « Qui échappe a la calomnie ? »","Ainsi se fait un soupçon injuste envers le poète le plus simple , comme dit le poète , qui peut me trahir ?"
1553,"There is nobody that I love like Jim.""",Il n'y a personne que j'aime autant que Jim.,Il n ' y a personne que j ' aime comme Jim .
1554,"""That's better,"" said he.","-- Cela va mieux, dit-il.","-- C ' est mieux , dit - il ."
1555,The wind had risen.,Le vent s'était levé.,Le vent s ' était levé .
1556,"The company were thus occupied when Candide, Martin, and the abbe made their entrance; not a creature rose to salute them, or indeed took the least notice of them, being wholly intent upon the business at hand.","L'abbé périgourdin, Candide, et Martin, entrèrent; personne ne se leva, ni les salua, ni les regarda; tous étaient profondément occupés de leurs cartes.","La compagnie était donc occupée quand Candide , Martin et l ' abbé se rendirent dans leur chambre : pas une créature ne les remonta , et même leur prit le moindre avis , était tout occupé de ce qui était à se faire ."
1557,"However, the sailor was able to ascertain that the outer bars had not been put up.","Cependant, le marin put constater que les barres extérieures n'avaient pas été mises.","Cependant , le marin put constater que les barreaux n ' avaient pas été élevées ."
1558,Après les premiers mots gracieux de la part du prince :,After the first gracious words on the Prince's part:,After the first words of the Prince ' s part :
1559,"'I should never have thought she would be back so soon,' says Jasmin in a whisper.","– Je n’aurais pas cru qu’elle serait rentrée si tôt, dit Jasmin tout bas.","– Je n ’ aurais jamais pensé qu ’ elle reviendrait sitôt , dit Jasmin , d ’ un ton ."
1560,"On entering this holy place, the poor penitent was unable to shut the door so close as to prevent the passions he fled from entering with him.","Mais, en entrant dans ce saint lieu, le pauvre pénitent n'avait pu refermer si vite la porte, que les passions qu'il fuyait n'y entrassent avec lui.","En entrant dans cette sainte place , le pauvre ne pouvait point fermer la porte si près pour que les passions il s ' enfuit en le entrant avec lui ."
1561,"Boots, shirt, cap--it was all Sir Henry's.","Les chaussures, la chemise, le chapeau appartenaient à Sir Henry.","Le garçon de la chemise , de la tête , était tout l ’ ensemble de Sir Henry ."
1562,"He shall taste it!""",Il y passera. »,Il le fera goûter !
1563,"""That will be fine,"" answered Camille, flushed with joy. ""You shall dine with us.","—C'est cela, répondit Camille, rouge de joie, tu dîneras avec nous….","— Ce sera beau , répondit Camille , tu de joie , tu avec nous …"
1564,"Felton listened without uttering any word or sound, except an inward expression of agony. The sweat streamed down his marble forehead, and his hand, under his coat, tore his breast.","Felton écoutait sans faire entendre autre chose qu'une espèce de rugissement sourd; seulement la sueur ruisselait sur son front de marbre, et sa main cachée sous son habit déchirait sa poitrine.","Felton écoutait sans prononcer une parole , sans qu ' une expression intérieure : la sueur inondait son front de marbre , et sa main , déchirait son , lui arracha sa poitrine ."
1565,"Water is his true element, and he lives in the sea more than on shore, going constantly from one island to another, even to Crete.""","L'eau est son élément, et il y vit plus que sur terre, allant sans cesse d'une île à l'autre et jusqu'à la Crète.","L ' eau est son élément véritable , et il vit dans la mer plus que sur le littoral , s ' en va continuellement d ' une île à l ' autre , jusqu ' a Crète ."
1566,But could he even wait till they reached Hong Kong?,Mais il ne fallait pas attendre l'arrivée du Rangoon à Hong-Kong.,Mais fallait - il attendre jusqu ' à Hong - Kong ?
1567,"The entire bursary for which you apply is, I may tell you, the hardest thing in the world to obtain.","La bourse entière que vous sollicitez, vous dirais-je, est la chose du monde la plus difficile à obtenir.","La bourse entière pour laquelle vous vous , je puis vous dire , la plus dure qu ’ à obtenir ."
1568,Who would have expected such a thing?,Si l'on pouvait s'attendre a une chose pareille!…,Qui aurait pu attendre ce malheur ?
1569,"He spoke with the most noble disdain to everyone, carried his nose so high, strained his voice to such a pitch, assumed so imperious an air, and stalked with so much loftiness and pride, that everyone who had the honor of conversing with him was violently tempted to bastinade His Excellency.","Il parlait aux hommes avec le dédain le plus noble, portant le nez si haut, élevant si impitoyablement la voix, prenant un ton si imposant, affectant une démarche si altière, que tous ceux qui le saluaient étaient tentés de le battre.","Il parlait avec ce grand dédain du plus noble dédain , au nez si haut , à la voix si tendue de son jusque dans un si impérieux , de hauteur et d ' orgueil , que chacun de s ' entretenir avec lui , était fort tenté de le savoir ."
1570,"""Kill him! the traitor! To the shaft! to the shaft!""","—A mort, le traître! au puits! au puits!",— A mort ! a nom de traître ! a la cheminée !
1571,Gideon Spilett was quite right in his reply.,La réponse de Gédéon Spilett était exacte.,Gédéon Spilett avait raison de sa réponse .
1572,"The Marquis, to amuse the young woman, took her to see the stables.","Le Marquis, pour amuser la jeune femme, la mena voir les écuries.","Le marquis , pour amuser la jeune femme , la conduisit à l ’ écurie ."
1573,"'Reflect that this tribe of flunkeys, seeing you established here, will try to make a fool of you; they will regard you as an equal, unjustly set over them.","Songez que ce peuple de laquais, vous voyant établi ici, va chercher à se moquer de vous ; ils verront en vous un égal, mis injustement au-dessus d’eux.","Songe que cette tribu des laquais , vous voyant établie ici , à faire un sot ; on vous comme un niais , à tort de raison qu ’ on les donne ."
1574,"""This same waiting maid seems to have an agreeable style,"" said the messenger, carelessly.","«Il paraît que la suivante à un beau style, dit nonchalamment le messager.","-- Cette même attente que la jeune fille semble avoir un air agréable , dit négligemment le messager ."
1575,"Il fit rencontre d’un paysan monté sur un méchant cheval, il acheta le cheval en s’expliquant par signes ; la geôlière lui avait recommandé de parler le moins possible, à cause de son accent.","Meeting a peasant mounted upon a sorry horse, he bought the animal, explaining by signs what he wanted; the gaoler's wife had recommended him to speak as little as possible, in view of his accent.","He made a peasant on meeting a horse , which he had listened to the of ; the gaoler ' s wife had him to be so possible , by which his accent ."
1576,"Let the reader imagine the effect in the midst of a theatrical piece, of the yelping of an usher, flinging in between two rhymes, and often in the middle of a line, parentheses like the following,−−","Qu’on se figure en effet, au milieu d’une pièce de théâtre, le glapissement d’un huissier jetant, entre deux rimes et souvent entre deux hémistiches, des parenthèses comme celles-ci :","Qu ’ on imagine l ’ effet au milieu d ’ une pièce de , de la d ’ un huissier , jetant entre deux et souvent , au milieu d ’ une ligne , les parenthèses ainsi :"
1577,"In the library I often found books he had left open, especially books on natural history.","Dans la bibliothèque je trouvais souvent des livres qu'il laissait entr'ouverts, et surtout des livres d'histoire naturelle.","Dans la bibliothèque , je trouvai souvent des livres qu ' il avait laissés ouverts , des livres d ' histoire naturelle ."
1578,"But Grivet interrupted her at every moment, declaring it was needless, that he understood, and he then brought out some stupidity.","Mais, à chaque instant, Grivet l'interrompait en déclarant que c'était inutile, qu'il avait compris, et il avançait une sottise.","Mais Grivet l ' interrompit à chaque instant , en déclarant qu ' il était inutile , qu ' il comprit , et il apporta une sottise ."
1579,"""What, my horse?""",-- Mon cheval?,"-- Comment , mon cheval ?"
1580,"I was now master, all on a sudden, of above five thousand pounds sterling in money, and had an estate, as I might well call it, in the Brazils, of above a thousand pounds a year, as sure as an estate of lands in England: and, in a word, I was in a condition which I scarce knew how to understand, or how to compose myself for the enjoyment of it.","J'étais alors tout d'un coup maître de plus de 50,000 livres sterling en espèces, et au Brésil d'un domaine, je peux bien l'appeler ainsi, d'environ mille livres sterling de revenu annuel, et aussi sûr que peut l'être une propriété en Angleterre. En un mot, j'étais dans une situation que je pouvais à peine concevoir, et je ne savais quelles dispositions prendre pour en jouir.","J ' étais maintenant maître , d ' après cinq mille livres sterling , d ' environ cinq mille livres , et j ' avais une fortune , comme je pouvais l ' appeler , au Brésil , de plus de mille livres par an , aussi bien qu ' un des terres de country en Angleterre . En un mot , j ' étais en condition que je connaissais à peine et comment je me faisais pour la jouissance de cette rente ."
1581,Her eloquence went so far that they became annoyed.,"Son éloquence alla si loin, qu’elle les piqua.",Sa éloquence allait jusqu ’ à ce qu ’ ils se .
1582,The hope of getting better was only a dream.,"""Cette espérance de santé n'était qu'un rêve.","L ' espoir de se mieux , c ' était un rêve qu ' un rêve ."
1583,"""South-east by east.""",«Est-quart-sud-est.,-- Du sud - est par l ' est .
1584,"""Yes.""",-- Oui.,-- Oui .
1585,O how this spring of love resembleth,O how this spring of love resembleth,Oh ! que ce printemps d ' amour
1586,"But supposing, for argument's sake, that we had him arrested to-night, what on earth the better off should we be for that?","Mais en supposant, pour l’amour de la discussion, que nous l’ayons arrêté cette nuit, en serions-nous pour cela dans une meilleure position ?","Mais supposant , faute de sens , que nous l ’ avions arrêter ce soir , que nous étions dans la terre , ou nous - nous ?"
1587,"What I have to say concerns your master.""",Il s'agit de votre maître ! »,Que je dois dire votre maître . »
1588,"My second daughter, Augusta, went with her mama to visit the school, and on her return she exclaimed: 'Oh, dear papa, how quiet and plain all the girls at Lowood look, with their hair combed behind their ears, and their long pinafores, and those little holland pockets outside their frocks--they are almost like poor people's children! and,' said she, 'they looked at my dress and mama's, as if they had never seen a silk gown before.'""","Ma seconde fille est allée avec sa mère visiter l'école, et à son retour elle s'est écriée: «Ô mon père! combien tous ces enfants de Lowood semblent tranquilles et simples, avec leurs cheveux relevés derrière l'oreille, leurs longs tabliers, leurs petites poches cousues à l'extérieur de leurs robes! Elles sont vêtues presque comme les enfants des pauvres; et, ajouta-t- elle, elles regardaient ma robe et celle de maman comme si elles n'eussent jamais vu de soie.»",Ma seconde fille . Elle son souvenir .
1589,"I was actually permitting myself to experience a sickening sense of disappointment; but rallying my wits, and recollecting my principles, I at once called my sensations to order; and it was wonderful how I got over the temporary blunder--how I cleared up the mistake of supposing Mr. Rochester's movements a matter in which I had any cause to take a vital interest.","Mais, ralliant mes esprits et rappelant mes principes, je m'efforçai de remettre de l'ordre dans mes sensations. Bientôt je me rendis maîtresse de mon erreur passagère, et je chassai l'idée que les actes de M. Rochester pussent avoir tant d'intérêt pour moi.","Je me rappelais le sentiment pénible de la souffrance ; mais le de mon bon sens , je me rappelais mes sensations , et il me sembla admirable comment je me trouvais dans cette erreur si avancée de la erreur de supposer que M . Rochester avait des mouvements dans lesquels je n ' avais aucune cause pour le faire un intérêt douloureux ."
1590,"She repeated with a look of madness,−− ""There is no one here.""",Elle répéta d’un air de folie : « Il n’y a personne.,Elle répéta d ’ un air de folie : « Il n ’ y a personne ici . »
1591,"As Claude Frollo had passed through nearly the entire circle of human learning−−positive, exterior, and permissible−−since his youth, he was obliged, unless he came to a halt, ~ubi defuit orbis~, to proceed further and seek other aliments for the insatiable activity of his intelligence. The antique symbol of the serpent biting its tail is, above all, applicable to science.","Comme Claude Frollo avait parcouru dès sa jeunesse le cercle presque entier des connaissances humaines positives, extérieures et licites, force lui fut, à moins de s’arrêter ubi defuit orbis, force lui fut d’aller plus loin et de chercher d’autres aliments à l’activité insatiable de son intelligence.","Comme Claude Frollo avait traversé le cercle entier d ’ une science humaine , d ’ extérieur et d ’ application , depuis sa jeunesse , il était forcé , à moins d ’ être arrêté , , de reprendre plus en plus et de chercher un autre pour l ’ intelligence du serpent ; l ’ antique cul du serpent de la tête est au - dessus , au - dessus de toute la science ."
1592,"""I think there is nothing so admirable as sunsets,"" she resumed; ""but especially by the side of the sea.""","-- Je ne trouve rien d’admirable comme les soleils couchants, reprit-elle, mais au bord de la mer, surtout.","-- Je crois qu ' il n ' y a rien de aussi admirable que des , reprit - elle ; mais surtout à côté de la mer ."
1593,"The shock produced by the displacing of the air was such, that the rocks of the Chimneys shook.","La secousse produite par l'air déplacé fut telle, que les roches des Cheminées oscillèrent.","La secousse produite par les de l ' air était telle , que les roches des Cheminées ébranla ."
1594,"""Monsieur, he carried on a trade which I have always thought satisfactory.""","-- Monsieur, il pratiquait une industrie que j'ai toujours trouvée assez heureuse.","-- Monsieur , il a choisi un métier que j ' ai toujours ."
1595,"« Elle a pour moi presque autant d’amitié que son maître, se disait-il, et d’ailleurs je pars ce soir à neuf heures ; est-ce qu’elle ne garderait pas le secret qu’elle m’aurait juré, seulement pendant quelques heures ?","""She is almost as fond of me as of her master,"" he said to himself, ""and besides, I am leaving to-night at nine o'clock; would she not keep the oath of secrecy I should make her swear, if only for a few hours?",""" She has for me almost as much an affection for her master ,"" he said to himself , "" and besides , I am going to spend this evening at nine o ' clock ; is that she did not venture to keep the secret that she would have sworn to me , only for several hours ?"
1596,"""There's a convict escaped from Princetown, sir.","« Un forçat s’est évadé de Princetown, monsieur.",« Il y a un forçat échappé dans les de Princetown . »
1597,"Our globe began with the sea, so to speak, and who can say we won't end with it!","C'est par la mer que le globe a pour ainsi dire commencé, et qui sait s'il ne finira pas par elle !",Notre globe commençait à parler de la mer et ne pouvait qu ' en parler !
1598,"Be of good cheer, Richard; step out--that's it!""","Voyons, Richard, soyez courageux; tâchez de marcher.","Soyez bon Richard , ."
1599,"While the Abraham Lincoln heaved to, its longboats radiated in every direction around it and didn't leave a single point of the sea unexplored.","Les embarcations rayonnèrent dans toutes les directions autour de l'_Abraham-Lincoln_, pendant qu'il mettait en panne, et ne laissèrent pas un point de mer inexploré.","Tandis que l ' _Abraham - Lincoln_ se releva , ses embarcations à toutes jambes et ne laissait pas un seul point de la mer ."
1600,A lover finds his mistress asleep on a mossy bank; he wishes to catch a glimpse of her fair face without waking her.,"Un amant trouve sa maîtresse endormie sur un banc de mousse, il voudrait contempler son beau visage sans l'éveiller.","Un amant voit sa maîtresse s ' endormir sur une petite rive verte , il veut voir sa belle figure sans la réveiller ."
1601,"Elizabeth looked archly, and turned away.",Elizabeth sourit d’un air moqueur et s’éloigna.,Elizabeth la regarda et s ’ éloigna .
1602,"I can hardly call it perilous, for I was beginning to be familiar with this kind of exercise.","Je n'ose l'appeler périlleuse, car j'étais déjà familiarisé avec ce genre d'exercice.","Je ne peux pas dire que c ' était là une mauvaise opinion , car je commençais à être aussi familier que l ' exercice du travail ."
1603,"Not a reef, not an islet.","Pas un écueil, pas un îlot.","Pas un écueil , pas un îlot ."
1604,They advanced towards each other; he held out his hand; she hesitated.,"Ils s’avancèrent l’un vers l’autre; il tendit la main, elle hésita.","Ils s ’ avançaient vers elles , il lui tendit la main ; elle hésita ."
1605,Fabrice fit un mouvement.,Fabrizio made an impulsive movement.,Fabrizio made an impulse .
1606,"The settlers hastened on, their hearts oppressed with anxiety.","Les colons couraient donc, le coeur serré par l'émotion.","Les colons se hâta , le coeur serré d ' anxiété ."
1607,This was just one more of those insoluble problems that kept welling up in my mind!,C'était encore un de ces insolubles problèmes qui se dressaient sans cesse devant mon esprit !,C ’ était tout à fait l ’ un de ces questions insolubles qui s ’ entretenaient de mon esprit !
1608,"Était-ce le génie, le démon familier de ces parages ?",His appearance was such that he might have been the very genius or demon of the region.,"Was it a man of talent , asked ."
1609,"Le comte Mosca, interrogé, parla de sa vie à Parme.","Conte Mosca, when questioned, spoke of his life at Parma.","Conte Mosca , , spoke of his life at Parma ."
1610,"""Yes, and important.","-- Oui, et très pressé.","-- Oui , et important ."
1611,It was navigating at random.,Il naviguait au hasard.,Il au hasard .
1612,"""He likes to have his own way very well,"" replied Colonel Fitzwilliam.","– Certes, il aime faire ce qui lui plaît ; mais nous en sommes tous la.","– Il aime a se conduire a la fois , répondit le colonel Fitzwilliam ."
1613,"""Good news,"" Ned put in.","-- Tant mieux, fit Ned.","-- Bonne nouvelle , fit Ned ."
1614,"""Good heavens!"" said she, blushing and uneasy, ""how very warm I am?""","« Mon Dieu ! dit-elle rouge et inquiète, j’ai bien chaud !","-- Mon Dieu ! dit - elle en rougissant et inquiet , que je suis bien chaud ?"
1615,Nothing came. Djali alone was awake and bleating with anguish.,"Djali seule était éveillée, et bêlait avec angoisse.",Rien n ’ arriva . Djali était seul réveillée et d ’ angoisse .
1616,"« Si je le vois, je suis perdue ! » se disait la marquise.","""If I see him, I am lost!"" the Marchesa said to herself.",""" If I see him I have lost ,"" the Marchesa said to herself ."
