,Source,Expected,Predicted
3942,"This piece of news was the most natural thing in the world, yet, as we heard it, Marguerite and I looked at one another.","Cette nouvelle était la chose du monde la plus simple, et cependant, en l'apprenant, Marguerite et moi nous nous regardâmes.","Cette pièce de nouvelle était la chose la plus simple du monde , mais comme nous l ' avons entendue , Marguerite et moi nous regardions ."
3943,"""I was so afraid that he might get upon the drink that I made him promise to go straight to you, sir, the very instant he should arrive.","-- Je craignais tellement qu'il ne se mit à boire, que je lui avais fait promettre d'aller tout droit vous trouver sans perdre une minute.","-- J ' avais si peur qu ' il ne se de boire la boisson ce que je lui ai fait promettre d ' aller vous faire droit , monsieur , dès qu ' il arriverait ."
3944,"M. Appert realised that he had to deal with a man of feeling; he accompanied the venerable cure, visited the prison, the hospital, the poorhouse, asked many questions and, notwithstanding strange answers, did not allow himself to utter the least word of reproach.","M. Appert comprit qu’il avait affaire à un homme de cœur : il suivit le vénérable curé, visita la prison, l’hospice, le dépôt, fit beaucoup de questions et, malgré d’étranges réponses, ne se permit pas la moindre marque de blâme.","M . Appert , il avait affaire à un homme de cœur ; il accompagnait le vénérable curé , visita la prison , l ’ hôpital , le dépôt , les questions et , malgré les réponses étranges , ne se laissa pas dire le moindre mot de reproche ."
3945,"Their limestone deposits build up into rocks, reefs, islets, islands.","Ce sont leurs dépôts calcaires qui deviennent rochers, récifs, îlots, îles.","Leurs terrains se into des roches , des îlots , d ' îlots ."
3946,You are right.,Tu as raison.,Vous avez raison .
3947,"The cage was there; they got into it and sank, devoured by the gulf.","La cage était la, ils s'embarquerent, ils s'abîmerent, mangés par le gouffre.","La cage était là , on y montait , on s ' y enfonça , dévoré par le golfe ."
3948,"All this, Dr. Watson, has been brought upon your head by your expression as you surveyed the moor out of our window.""","Tout cela, docteur Watson, je vous le dis pêle-mêle parce que j’ai vu l’expression de votre visage pendant que vous regardiez la lande par notre fenêtre.","Tout cela , docteur Watson , est descendu sur votre tête par votre expression qui vous surveillait la lande ."
3949,CHAPTER III. LONG LIVE MIRTH.,III VIVE LA JOIE !,III
3950,Never shall I have been so happy.',Jamais je n’aurai été aussi heureux !,Jamais je n ’ aurai été si heureux .
3951,"Athos lifted his finger, and Grimaud was silent.",Athos leva le doigt et Grimaud se tut.,"Athos leva le doigt , et Grimaud se tut ."
3952,"""Very well.""","—Bon, bon.",-- Bien .
3953,It was past midnight.,Il était plus de minuit.,Il était minuit à peu près .
3954,The Major's eyes shone and he flourished his cane in the air.,"Le major avait les yeux brillants, et brandissait sa canne en l'air.",Les yeux du major brillaient . Sa canne à l ' air .
3955,"With a last effort, he dragged himself a few metres, but his flanks could not pass; he remained hemmed in and garrotted by the earth.","D'un dernier effort, il se traîna quelques metres; mais ses flancs ne passaient plus, il restait enveloppé, garrotté par la terre.","Par un dernier effort , il se traîna de quelques metres , mais les flancs ne pouvaient passer ; il restait en fleur , il tenait en volée dans la terre ."
3956,"Here I gave him bread and a bunch of raisins to eat, and a draught of water, which I found he was indeed in great distress for, from his running: and having refreshed him, I made signs for him to go and lie down to sleep, showing him a place where I had laid some rice-straw, and a blanket upon it, which I used to sleep upon myself sometimes; so the poor creature lay down, and went to sleep.","Là je lui offris du pain, une grappe de raisin et de l'eau, dont je vis qu'il avait vraiment grand besoin à cause de sa course. Lorsqu'il se fut restauré, je lui fis signe d'aller se coucher et de dormir, en lui montrant un tas de paille de riz avec une couverture dessus, qui me servait de lit quelquefois à moi-même.","Je lui donnai alors du pain et un bouquet de raisins de manger , et un gorgée d ' eau que je trouvai qu ' il était vraiment en grande détresse pour échapper , et , après le avoir , je lui fis des signes pour aller se coucher , lui montrant un lieu où j ' avais étendu quelque paille de riz , et une couverture sur lesquelles je m ' quelquefois ."
3957,"Indeed I do not think there could be a more deserted sea than this.""","En vérité, je ne crois pas qu'il y ait une mer plus abandonnée que celle-ci!",Je ne crois pas qu ' il y ait une mer plus déserte que celle - là .
3958,"He believed himself transported into that famous country of giants into which Gulliver afterward went and was so frightened; and yet he had not gained the goal, for there were still the landing place and the antechamber.",Il se crut transporté dans ce fameux pays des géants où Gulliver alla depuis et eut si grand-peur; et cependant il n'était pas au bout: restaient le palier et l'antichambre.,"Il se croyait transporté dans ce fameux pays de géants où je m ' et fut si épouvanté ; et cependant il n ' avait pas gagné le but , car il avait encore le débarquement et l ' antichambre ."
3959,This was very distressing.,C’était désolant.,Ce fut dans une agitation pénible .
3960,But how would he receive our demands for freedom?,"Or, serais-je bien venu à réclamer cette liberté ?",Mais comment pourrait - il recevoir nos besoins de la liberté ?
3961,"Elizabeth made no answer, and took her place in the set, amazed at the dignity to which she was arrived in being allowed to stand opposite to Mr. Darcy, and reading in her neighbours' looks, their equal amazement in beholding it.","Elizabeth prit rang parmi les danseurs, confondue de l’honneur d’avoir Mr. Darcy pour cavalier et lisant dans les regards de ses voisines un étonnement égal au sien.",Elizabeth ne répondit pas et vint s ’ arreter pour voir la dignité dans laquelle elle s ’ aperçut de sa dignité devant cet air ébahi .
3962,HARRIS (continuing):,Harris (poursuivant) :,HARRIS ( toujours ) :
3963,The battle was now won; she had her work cut out to prevent M. de Renal from going and talking to the supposed author of the anonymous letter.,La bataille était désormais gagnée ; elle eut beaucoup à faire pour empêcher M. de Rênal d’aller parler à l’auteur suppose de la lettre anonyme.,"La bataille était maintenant acquise ; elle avait la besogne coupée pour prévenir M . de Rênal de se rendre , et de parler à l ’ auteur de la lettre anonyme ."
3964,"I was now in a way to be provided for; for though I was not a parish charge upon this or that part of the town by law, yet as my case came to be known, and that I was too young to do any work, being not above three years old, compassion moved the magistrates of the town to order some care to be taken of me, and I became one of their own as much as if I had been born in the place.","J'étais maintenant en point d'être pourvue; car bien que je ne fusse pas légalement à la charge de la paroisse pour telle au telle partie de la ville, pourtant, dès qu'on connut ma situation et qu'on sut que j'étais trop jeune pour travailler, n'ayant pas plus de trois ans d'âge, la pitié émut les magistrats de la ville, et ils décidèrent de me prendre sous leur garde, et je devins à eux tout comme si je fusse née dans la cité.","J ’ étais alors en train de me tenir bien nécessaires ; car bien que je n ’ étais pas une commune en cette ville ou de la loi , du droit qu ’ on fût connue . Pour ma part , j ’ étais trop jeune pour agir , n ’ étant pas plus âgée que trois ans , ma compassion des magistrats de la ville pour avoir soin de m ’ y prendre et je me trouvai aussi grand qu ’ elle avait été en place ."
3965,"""Yes,"" said the reporter, ""we ought to make known to that vessel, whoever she may be, that the island is inhabited.","«Oui, dit le reporter, nous devons faire connaître à ce bâtiment, quel qu'il soit, que l'île est habitée.","-- Oui , dit le reporter , il faudrait faire connaître à ce bateau , quel qu ' elle soit , que l ' île soit habitée ."
3966,"We will spell out in company, also, the façade of Saint−Come, of Sainte−Geneviève−des−Ardents, of Saint Martin, of Saint−Jacques de la Boucherie−−.""","Nous épellerons encore ensemble les façades de Saint-Côme, de Sainte-Geneviève-des-Ardents, de Saint-Martin, de Saint-Jacques-de-la-Boucherie… »","Nous également , la façade de Saint - Viens , de Sainte - Geneviève de la - Martin , de Saint - Martin , de Saint - Jacques - de - la - Boucherie ."
3967,"He overtook another of these itinerant masses, and examined it.","Il rejoignit une autre de ces masses ambulantes, et l’examina.","Il en prit une autre des masses sans fin , et l ' examina ."
3968,"As soon as Lord de Winter saw Buckingham was dead, he ran to Felton, whom the soldiers still guarded on the terrace of the palace.","Aussitôt que Lord de Winter vit Buckingham expiré, il courut à Felton, que les soldats gardaient toujours sur la terrasse du palais.","Dès que Lord de Winter vit Buckingham mort , il courut à Felton que les soldats gardaient sur la terrasse du Palais ."
3969,He approached the window.,Il s’approcha de la fenêtre.,Il s ’ approcha de la fenêtre .
3970,Le cortège commença à défiler.,The procession began to move on.,The procession began to of .
3971,"The priest says that we shall find her at the Rat−Hole.""",Le prêtre dit que nous la trouverons au Trou aux rats. »,Le prêtre dit que nous la trouverons sur le Trou aux Rats .
3972,"Then he turned round, and his hatred broke out in a flood of filth.","Alors, il se redressa, sa haine éclata en un flot d'ordures.","Alors , il se retournait , sa haine éclata en un flot de crasse ."
3973,"""Then we will pay a visit to Dakkar Grotto.",-- Puis nous ferons une visite à la crypte Dakkar...,"-- Alors , nous ferons visiter la crypte Dakkar ."
3974,"There are endless examples of poor young men who have been saved in such cases by the humanity of a jury, or by that of the King ...'","Il y a de nombreux exemples de pauvres jeunes gens sauvés dans ce cas par l’humanité du jury, ou celle du roi…",Il y a des exemples de pauvres jeunes gens qui ont été en des cas par l ’ humanité des jurés ou par celle du roi …
3975,"I stood there until six o'clock in the morning, Captain Nemo never seeming to notice me.","Je demeurai ainsi jusqu'à six heures du matin, sans que le capitaine Nemo eût paru m'apercevoir.","Je me trouvai donc jusqu ' à six heures du matin , le capitaine Nemo ne sembla pas me remarquer ."
3976,But even so there is still room for hope . ..,Mais enfin le cas n’est pas encore désespéré…,Mais même il y a encore quelque place pour l ’ espoir …
3977,"Breakfast-time came at last, and this morning the porridge was not burnt; the quality was eatable, the quantity small.","Le déjeuner arriva enfin. Ma part me sembla bien petite, et j'en aurais volontiers accepté le double.","Le déjeuner de l ' heure vint enfin , et le repas , on n ' était point brûlé ; la qualité fut , la quantité ."
3978,"– Vous mentez comme toujours ; dites la vérité, ou par Dieu vous n’aurez pas un centime.","""You are lying, as usual; tell the truth, or, by God, you shall not have a centesimo!""",""" You like always ; tell the truth , or by God you will not have anything ; !"
3979,"If you have any mummery to go through with, there's a very good God the Father in that mortar yonder, in stone, which we stole from Saint−Pierre aux Boeufs.","Si tu as quelque momerie à faire, il y a là-bas dans l’égrugeoir un très bon Dieu-le-Père en pierre que nous avons volé à Saint-Pierre-aux-Bœufs.","Si vous avez un , il y a un fort bon Dieu , le Père dans ce mortier , en pierre , ce qui nous a de Saint - Pierre aux - Bœufs ."
3980,"You will be a widow, and the widow of a madman, that is all.","Vous serez une veuve et la veuve d’un fou, voilà tout.","Vous serez veuve d ' un fou et la veuve d ' un fou , voilà tout ."
3981,"You'll see some fun, nephew, or I am mistaken.""","Vous aurez de quoi vous distraire, mon neveu, si je ne me trompe.","Vous verrez du plaisir , mon neveu , ou je me trompe ."
3982,"Unless you produce your nominee within five-and-twenty minutes, I claim the match.""","Si vous ne présentez pas votre champion dans vingt- cinq minutes, je réclame l'enjeu.","A moins que vous ne votre champion en vingt - cinq minutes , je réclame le match ."
3983,Et je lui dirai combien vous avez été bon.,I'll tell her how awful good you've been.,"And I will tell him how much you have been good ."""
3984,"'No, not at all,' said she; 'for where I have one of the third sort I have two of the second, and four to one of the first, and I get as much by them in proportion as by any; but if you doubt my care of you, I will allow any friend you have to overlook and see if you are well waited on or no.'","--Non, point du tout, dit-elle, car où j'en ai une de la troisième classe, j'en ai deux de la seconde et quatre de la première, et je gagne autant en proportion sur les unes que sur les autres; mais si vous doutez de mes soins, j'autoriserai l'ami que vous voudrez à examiner si vous êtes bien entretenue ou mal.","– Non , pas du tout , dit - elle ; car où j ’ ai une troisième espèce la troisième , j ’ ai deux de la seconde , et quatre à un des premiers , et j ’ arrive presque autant à cause qu ’ à aucune ; mais si vous ne doutez que de mon ami , je veux que vous de veiller et de voir si vous ne vous attendez point ."
3985,"Ils n’avaient plus que bien rarement l’enjouement du premier âge ; mais à la scène, avec du rouge et tous les secours que l’art fournit aux actrices, elle était encore la plus jolie femme de la cour.","They had now only very rarely the playfulness of early youth; but on the stage, with the aid of rouge and all the expedients which art supplies to actresses, she was still the prettiest woman at court.","They had more than you deserve the of the first age ; but to the scene , with the red and the help of the which the of the man , she was still the most pretty woman of the court ."
3986,"She laughed, cried, sang, sent for sherbets, wanted to smoke cigarettes, seemed to him wild and extravagant, but adorable, superb.","Elle rit, pleura, chanta, dansa, fit monter des sorbets, voulut fumer des cigarettes, lui parut extravagante, mais adorable, superbe.","Elle riait , criait , chantaient , fit chercher des , voulait faire des tours de fumée , lui semblait étrange et menu , mais adorable ."
3987,We were beating about for game and I was given my post.,Nous chassions au rabat. On me mettai à mon poste.,"Nous de jouer mon jeu , et je fus donné à mon poste ."
3988,"""Great God!"" cried d’Artagnan, loosing his hold of her dress, and remaining mute, motionless, and frozen.","«Grand Dieu!» s'écria d'Artagnan en lâchant le peignoir. Et il demeura muet, immobile et glacé sur le lit.","-- Grand Dieu ! s ' écria d ' Artagnan , en laissant la place de sa robe et en rester muette , immobile et gelée ."
3989,"There was one unanimous outcry against the Mayor, especially among the Liberals.","Il n’y eut qu’un cri contre le maire, surtout parmi les libéraux.","On fit une clameur unanime contre le maire , surtout parmi les libéraux ."
3990,"When we entered the dining-room, Marguerite was leaning against the wall, and Gaston, holding her hands, was speaking to her in a low voice.","Quand nous entrâmes dans la salle à manger, Marguerite était appuyée contre le mur, et Gaston, lui tenant les mains, lui parlait tout bas.","Lorsque nous entrâmes dans la salle de manger , Marguerite était appuyé contre la muraille , et Gaston , lui causait des mains , lui dit à voix basse ."
3991,It is to be remembered that eleven crowns was just the sum that remained in d’Artagnan’s purse.,On sait que onze écus faisaient juste la somme qui restait dans la bourse de d'Artagnan.,"On se rappelle que onze écus , juste comme la somme qui restait dans la bourse de d ' Artagnan ."
3992,"But if you are really innocent and ignorant, I must be more explicit.","Mais si réellement votre innocence et votre ignorance sont completes, je dois me montrer plus explicite.","Mais si vous êtes vraiment innocente et , je dois etre plus en plus ."
3993,She held out her twitching hands as she spoke.,"Tout en parlant, elle nous tendit ses mains agitées de secousses.","Du coup , elle remuait les mains ."
3994,"L’extrême réserve qu’elle s’imposait envers Fabrice, le langage des signes dans lequel elle l’avait confiné, de peur de tomber dans quelque indiscrétion, tout semblait se réunir pour lui ôter les moyens d’arriver à quelque éclaircissement sur sa manière d’être avec la duchesse.","The extreme reserve which she imposed on herself with regard to Fabrizio, the language of signs to which she had restricted him, from fear of falling into some indiscretion, all seemed to combine to take from her the means of arriving at any enlightenment as to his relations with the Duchessa.","The extreme reserve which she had set off towards Fabrizio , the language of signs in which she had been , with fear of falling upon some hidden , seemed to the most way to him to secure a certain point against the way of being able to any way on his way of being with the Duchessa ."
3995,"As for Fix, he had arrested Mr. Fogg because it was his duty, whether Mr. Fogg were guilty or not.","Quant à Fix, il avait arrêté le gentleman parce que son devoir lui commandait de l'arrêter, fût-il coupable ou non. La justice en déciderait.","Quant à Fix , il avait arrêté Mr . Fogg , parce qu ' il était son devoir , si Mr . Fogg était coupable ou non ."
3996,"Le nom de Fabrice del Dongo n’était jamais écrit ; toutes les lettres qui lui étaient destinées étaient adressées à Ludovic San Micheli, à Locarno en Suisse, ou à Belgirate en Piémont.","The name of Fabrizio del Dongo was never written; all the letters that were intended for him were addressed to Lodovico San Micheli, at Locarno in Switzerland, or at Belgirate in Piedmont.","Fabrizio ' s name had never written ; on the letters that had him in Lodovico ' s name were in Switzerland , or at Belgirate at Belgirate ."
3997,"He opened the curtains and I saw a little face, red and puffed, the top of the head was pear-shaped and deformed by the forceps.","Il ouvrit les rideaux et je vis une rouge petite figure bouffie, un petit crâne allongé et déformé par les fers :","Il ouvrit les rideaux et je vis une petite figure rouge et rouge , la tête de la tête se maintenait à des traits et fixés sur les grilles ."
3998,"The unknown waited for silence, and then resumed, ""I told you well that she would know me.",L'inconnu laissa le silence se rétablir. «Je vous le disais bien qu'elle m'avait reconnu! reprit-il.,"L ' inconnu qui attendait le silence , et alors recommença : « Je vous ai bien dit qu ' elle me connaissait ."
3999,"Yet, I had before me plenty of instances to the contrary, and I had often heard that the affection of Marguerite was a thing to be had more or less dear, according to the season.","Cependant j'avais sous les yeux des exemples bien contradictoires, et j'avais entendu dire souvent que l'amour de Marguerite était passé à l'état de denrée plus ou moins chère, selon la saison.","Cependant j ' avais devant les premiers jours , j ' avais déjà entendu dire que l ' affection de Marguerite était chose à faire plus ou moins chère , selon la saison ."
4000,"This obliged them in the highest degree, and as I was besieged day and night with good company and pleasant discourse, so I had two or three old ladies that lay at me upon the subject of religion too.","Ceci les obligea au plus haut point, et ainsi que j'étais assiégée jour et nuit par la belle société, et par de ravissants discours, ainsi eus-je deux ou trois vieilles dames qui m'entreprirent aussi sur la religion.","Ceci les obligeait au plus haut point , et comme je fus assiégée le jour et la nuit avec de bonne compagnie et de propos agréables discours , de sorte que j ' avais deux ou trois vieilles dames qui me à l ' sujet de la religion ."
4001,"It was still Meaulnes' writing, but a hurried hand, ill-shaped, scarcely legible, forming small, unequal paragraphs separated by blank lines.","C’était encore l’écriture de Meaulnes, mais rapide, mal formée, à peine lisible ; de petits paragraphes de largeurs inégales, séparés par des lignes blanches.","C ’ était toujours l ’ écriture de Meaulnes , mais une main armée , mal faite , ne formait presque pas un petit tapis , que par des lignes blanches ."
4002,"""You can see there's nobody here.""",Vous voyez bien qu'il n'y a personne.,Vous pouvez voir où il n ' y a personne .
4003,They had now been shut up together for a day.,Il y avait un jour qu'ils étaient enfermés ensemble.,On les avait pour un jour .
4004,"'Well!' thought Alice to herself, 'after such a fall as this, I shall think nothing of tumbling down stairs!","« Certes, » dit Alice, « après une chute pareille je ne me moquerai pas mal de dégringoler l’escalier !","« Eh bien ! » pensa Alice , « après une chute comme celle - ci , je ne rien de casser les escaliers en se laissant tomber !"
4005,"Every one that we met seemed to know him, and their hats flew from their heads as we passed.","Tous les gens, que nous rencontrions, paraissaient le connaître et se découvraient aussitôt sur son passage.","Chacun que nous lui , et les chapeaux se mirent à la tête , comme on passait ."
4006,How it came there might be discussed later.,"Comment elle se trouvait là, on le discuterait plus tard.",Comment une question plus tard peut - être marcher .
4007,"Maheude, in front of him, had not stirred.","En face de lui, la Maheude n'avait pas remué.","La Maheude , devant lui , ne s ' était pas émue ."
4008,"I had rather admit that it may have been some animal whose structure resembled the human, some ape or baboon of the early geological ages, some protopitheca, or some mesopitheca, some early or middle ape like that discovered by Mr. Lartet in the bone cave of Sansau.","J'aime mieux admettre l'existence de quelque animal dont la structure se rapproche de la structure humaine, de quelque singe des premières époques géologiques, de quelque Protopithèque, de quelque Mésopithèque semblable à celui que découvrit M. Lartet dans le gîte ossifère de Sansan!","J ' aimerais mieux admettre que ce fût une bête dont la structure ressemblait à la personne humaine , quelque singe ou de la première nature de l ' époque , quelque , ou quelque de tôt , quelque que cette découverte par Mr dans les eaux de l ' ."
4009,"And then, as I saw some of the old soldiers laughing, I began to understand that this man was trying to frighten us; so I began to laugh also, and the others as well, but it was not a very hearty laugh either.","À ce moment, voyant rire plusieurs vieux soldats, je commençai à comprendre que cet homme essayait de nous faire peur. Je me mis aussi à rire, et les autres en firent autant, mais on ne riait pas de très bon coeur.","Et puis , comme je vis quelques vieux soldats rire , je commençai à comprendre que cet homme nous cherchait à effrayer , de sorte que je me mis à rire aussi et que les autres , mais il n ’ était pas très - bon rire ."
4010,"The horses set off at full gallop and Meaulnes could not make out, at first, whether the peasant who drove was attempting to hold them back or on the contrary urging them on.","Les chevaux partirent au galop et Meaulnes ne sut pas d’abord si le cocher en blouse s’efforçait de les retenir ou, au contraire, les excitait à fuir.","Les chevaux au grand galop , et Meaulnes ne pouvait avancer , d ’ abord , que le paysan qui voulait les retenir , au contraire , les lancer sur le corps ."
4011,"'Yes, they might be jealous, and rightly,' said her husband as he left the room, thinking of the magnitude of the sum.","– Oui, ils pourraient être jaloux et avec raison, dit son mari en s’éloignant et pensant à la quotité de la somme.","– Oui , ils seraient jaloux , et à raison , dit son mari en s ’ en allant à la chambre , en pensant à l ’ grandeur de la somme ."
4012,"When the settled season began to come in, as the thought of my design returned with the fair weather, I was preparing daily for the voyage.","Quand la saison favorable s'approcha, comme la pensée de mon dessein renaissait avec le beau temps, je m'occupai journellement à préparer tout pour le voyage.","Quand la saison m ' avait finished , je me préparais aux jours de l ' exécution de mon projet , je me préparais à la journée ."
4013,"Seated on a stool, near two other flares, and at the place where the arena was connected with the caravan, was a fellow with bandaged head, wearing elegant black tights, whom we recognised as the leading man and our friend.","Assis sur un tabouret, près de deux autres quinquets, à l’endroit où la piste communiquait avec la roulotte, nous reconnûmes, en fin maillot noir, front bandé, le meneur-de-jeu, notre ami.","Assis sur une chaise , près de deux autres quinquets allumés , et à l ’ endroit où se trouvait la piste de la roulotte était un garçon et portait un habit noir auquel on reconnut pour l ’ homme et notre ami ."
4014,I saluted her casually with a glance of the eyes and a wave of the hand.,Je la vis et je la saluai distraitement de la main et des yeux.,Je la saluai de son regard du hasard et du hasard me fit un regard de la main .
4015,"The young man avoided replying, too happy at present to have found this convict's labour and accepting the brutal rule of the worker by master worker.","Le jeune homme évitait de répondre, trop heureux jusque-la d'avoir trouvé ce travail de bagne, acceptant la brutale hiérarchie du manoeuvre et du maître ouvrier.","Le jeune homme évita de répondre , trop heureux pour assister a ce travail de forçat , et d ' accepter la règle de l ' ouvrier par le maître d ' ouvrier ."
4016,If you have not had any report within the last few days it is because up to to-day there was nothing of importance to relate.,"Si vous n’avez pas eu de rapport ces jours derniers, c’est parce que jusqu’à aujourd’hui il ne s’est rien produit qui méritât une relation.","Si vous n ’ avez pas eu de rapport aux derniers jours , c ’ est qu ’ aujourd ’ hui il n ’ y avait rien d ’ importance à raconter ."
4017,This was an illusion; but Julien's face changed rapidly and was flooded with a deathly pallor.,C’était une illusion ; mais la figure de Julien changea rapidement et se couvrit d’une pâleur mortelle.,"Cette conduite fut une illusion , mais la figure de Julien changea rapidement et en fut d ’ une pâleur mortelle ."
4018,Martin's speech was not the most consolatory to the dejected Candide.,Martin n'était pas consolant.,Le discours de Martin n ' était pas le tout pour faire revenir sur Candide .
4019,"""What are you doing?"" she said quickly.",– Que faites-vous donc ? dit-elle vivement.,-- Que faites - vous ? dit - elle vivement .
4020,"""Beware of what you do!"" cried the young woman, in a manner so serious as to make d’Artagnan start in spite of himself.","-- Gardez-vous-en bien, s'écria la jeune femme avec un sérieux qui fit frissonner d'Artagnan malgré lui.","-- Prenez garde de ce que vous faites ! s ' écria la jeune femme d ' une façon si grave , que de faire d ' Artagnan , malgré lui ."
4021,"""I do not believe in such nonsense.""",– Je ne crois pas à de telles absurdités.,-- Je ne crois pas à de telles .
4022,"In fifteen days at most, Rochefort would be back; besides, during that fifteen days she would have time to think how she could best avenge herself on the four friends.","Dans quinze jours au plus, Rochefort serait de retour; pendant ces quinze jours, d'ailleurs, elle aviserait à ce qu'elle aurait à faire pour se venger des quatre amis.","En quinze jours au plus , Rochefort serait encore ; d ' ailleurs , pendant ces quinze jours , elle aurait le temps de croire qu ' elle pourrait bien se venger des quatre amis ."
4023,"J’ai deux chemises, l’habit que vous voyez, quelques mauvaises armes, et je suis sûr de finir par la corde : j’ose croire que je suis désintéressé.","I have two shirts, the coat in which you see me, a few worthless weapons, and I am sure to end by the rope; I venture to think that I am disinterested.","I have a couple of , an coat , which you see , some weapons , and I am sure of a line through the cord ; I believe that I am ."""
4024,A ray of light all at once broke upon the mind of the host as he was giving himself to the devil upon finding nothing.,Un trait de lumière frappa tout à coup l'esprit de l'hôte qui se donnait au diable en ne trouvant rien.,Un rayon de jour tout à coup se précipita sur l ’ esprit de l ’ hôte comme il se donnait au diable pour ne rien trouver .
4025,And it was thus that the ten thousand colliers of Montsou became members of the International.,Et ce fut ainsi que les dix mille charbonniers de Montsou devinrent membres de l'Internationale.,Et c ' était ainsi que les dix mille charbonniers de Montsou devinrent de l ' Internationale .
4026,"""Oh, yes! You will only think I feel _more_ than I ought to do, when I tell you all.""",– Tellement sure que j’ai peur de vous entendre dire qu’ils sont exagérés !,"-- Oh ! oui , vous ne pensez que je me des que je ne dois pas faire , quand je vous dis tout ."
4027,But it had better still.,Mais il avait mieux encore.,Mais il valait mieux encore .
4028,Athos did not leave his chamber; he made up his mind not to take a single step to equip himself.,Athos ne sortait pas de sa chambre; il était résolu à ne pas risquer une enjambée pour s'équiper.,"Athos ne quittait pas sa chambre , il se décida à ne pas s ' arrêter d ' un seul pas pour s ' équiper ."
4029,"""Indeed, Cyrus,"" said Spilett, ""these things are incredible!","-- En vérité, Cyrus, dit Gédéon Spilett, ces choses sont incroyables!","-- En effet , Cyrus , dit Gédéon Spilett , ces choses sont !"
4030,"The king’s Musketeers are arrested by the Guards of the cardinal, are they?"" continued M. de Treville, as furious at heart as his soldiers, but emphasizing his words and plunging them, one by one, so to say, like so many blows of a stiletto, into the bosoms of his auditors. ""What!","«Ah! les mousquetaires du roi se font arrêter par les gardes de M. le cardinal», continua M. de Tréville aussi furieux à l'intérieur que ses soldats, mais saccadant ses paroles et les plongeant une à une pour ainsi dire et comme autant de coups de stylet dans la poitrine de ses auditeurs.","Les mousquetaires du roi sont arrêtés par les gardes du cardinal , sont - ils ? continua M . de Tréville comme furieux au coeur que ses soldats ; mais ses paroles et les , l ' un à l ' autre , pour ainsi dire , comme autant de coups de , dans la poitrine des auditeurs !"
4031,"The Antipathies, I think--' (she was rather glad there was no one listening, this time, as it didn't sound at all the right word) '--but I shall have to ask them what the name of the country is, you know.","Aux Antipathies, je crois. » (Elle n’était pas fâchée cette fois qu’il n’y eût personne là pour l’entendre, car ce mot ne lui faisait pas l’effet d’être bien juste.)","« Les , je crois — » ( elle était mieux contente de ne pas écouter , cette fois - là , comme elle ne regardait pas du tout son mot ), « mais j ' aurai à leur demander ce que c ' est que le nom de la campagne , vous comprenez ."
4032,"Catherine, whose turn came first, had filled it with warm water; and she undressed herself tranquilly, took off her cap, her jacket, her breeches, and even her chemise, habituated to this since the age of eight, having grown up without seeing any harm in it.","Catherine, qui passait la premiere, l'avait empli d'eau tiede; et elle se déshabillait tranquillement, ôtait son béguin, sa veste, sa culotte, jusqu'a sa chemise, habituée a cela depuis l'âge de huit ans, ayant grandi sans y voir du mal.","Catherine , a qui le tour entrait , l ' avait remplie d ' eau chaude ; et elle se déshabillait tranquillement , prit son bonnet , sa veste , sa culotte , la meme sa chemise , l ' a cette heure de huit , apres cet âge de huit ans , s ' était sans y voir de mal ."
4033,"At seven in the morning we landed at Korsor, a small town on the west coast of Zealand.","A sept heures du matin nous débarquions à Korsor, petite ville située sur la côte occidentale du Seeland.","A sept heures du matin , nous à , une petite ville sur la côte occidentale de la Nouvelle - Zélande ."
4034,It was the last item of the fête.,C’était la dernière partie de la fête.,C ’ était la dernière énigme de la fête .
4035,"However, the officer did not hear the unhappy girl calling him; he was too far away.","Du reste, l’officier n’entendait pas la malheureuse qui l’appelait. Il était trop loin.","Cependant l ’ officier n ’ entendit pas la malheureuse qui l ’ appelait , il était trop loin ."
4036,"He walked up and down, sat and stood, picked up a book at random, discarded it immediately, consulted his instruments without taking his customary notes, and seemed unable to rest easy for an instant.","Il allait et venait, s'asseyait et se relevait, prenait un livre au hasard, l'abandonnait aussitôt, consultait ses instruments sans prendre ses notes habituelles, et semblait ne pouvoir tenir un instant en place.","Il se promenait , assis , se tenait debout , un livre à l ' écart , l ' avait un instant , il reprenait ses instruments , sans prendre ses notes habituelle , qu ' il ne pouvait se reposer un instant ."
4037,"It is now three years, madame, since I saw you for the first time, and during those three years I have loved you thus.","«Il y a trois ans, madame, que je vous ai vue pour la première fois, et depuis trois ans je vous aime ainsi.","Il y a trois ans , madame , puisque je vous ai vu pour la première fois , et durant ces trois années , je vous ai ainsi aimée ."
4038,He took the engineer aside.,Il emmena l'ingénieur à part.,Il prit l ' ingénieur .
4039,"One would really say, that the western part of Lincoln Island, so rich and so fertile, is washed by the warm waters of the Gulf of Mexico, and that its shores to the north and the southeast extend over a sort of Arctic sea.""","On dirait vraiment que la partie occidentale de l'île Lincoln, si riche et si fertile, est baignée par les eaux chaudes du golfe Mexicain, et que ses rivages du nord et du sud-est s'étendent sur une sorte de mer Arctique.","On dirait vraiment que la portion occidentale de l ' île Lincoln , si riche et si fertile , est par les eaux chaudes du golfe du Mexique , et que ses terres jusqu ' au nord et sud - est au - sud - ouest dans une sorte de mer hyperboréennes ."
